URL,Version,Status,OIDs,Name,Title,Description,Used
http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBAdjudication,2.1.0,active,,C4BBAdjudication,C4BB Adjudication Code System,"Describes the various amount fields used when payers receive and adjudicate a claim.  It complements the values defined in http://terminology.hl7.org/CodeSystem/adjudication.  This is a code system defined locally by the CARIN BlueButton IG. As this IG matures, it is expected that this CodeSystem will be migrated to THO (terminology.hl7.org). The current CodeSystem url should be considered temporary and subject to change in a future version.","ValueSet/PDexAdjudication,ValueSet/PDexAdjudicationCategoryDiscriminator"
http://hl7.org/fhir/us/core/CodeSystem/us-core-provenance-participant-type,7.0.0,active,"2.16.840.1.113883.4.642.40.2.16.5",USCoreProvenancePaticipantTypeExtensionCodes,US Core Provenance Participant Type Extension Codes,"Set of codes that are needed for implementation of the US-Core Provenance Profile. These codes are used as extensions to the FHIR value sets.","ValueSet/ProvenanceAgentType"
http://hl7.org/fhir/us/davinci-atr/CodeSystem/davinci-group-characteristic-codes,2.1.0,active,,DaVinciGroupCharacteristicCodes,Davinci Group Characteristic Codes,"The DaVinci Group CharacteristicCodeSystem is a 'starter set' of codes supported for identifying the characteristics shared by members of a group.","ValueSet/davinci-group-characteristic"
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/EndpointPayloadTypeCS,2.2.0,active,,EndpointPayloadTypeCS,Endpoint Payload Types Code System,"Endpoint Payload Types are constrained to NA (Not Applicable) as part of this IG","ValueSet/EndpointPayloadTypeVS"
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/MtlsObjectCodeCS,2.2.0,active,,MtlsObjectCodeCS,mTLS Object Type Code,"Codes for the Signed Object Types","ValueSet/MtlsObjectTypeVS"
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/OrgTypeCS,2.2.0,active,,OrgTypeCS,Organization Type,"Categories of organizations based on criteria in provider directories.","ValueSet/OrgTypeVS"
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/PDexAdjudicationDiscriminator,2.2.0,active,,PDexAdjudicationDiscriminator,PDex Adjudication Discriminator,"Used as the discriminator for the data elements in adjudication and item.adjudication","ValueSet/PDexAdjudicationCategoryDiscriminator"
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/PDexPayerAdjudicationStatus,2.2.0,active,,PDexPayerAdjudicationStatus,PDex Payer Adjudication Status,"Describes the various status fields used when payers adjudicate a claim, such as whether the claim was adjudicated in or out of network, if the provider was contracted or non-contracted for the service","ValueSet/PDexPayerBenefitPaymentStatus"
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/PDexSupportingInfoTypeCS,2.2.0,active,,PDexSupportingInfoTypeCS,PDex Supporting Info Type,"Claim Information Category - Used as the discriminator for supportingInfo","ValueSet/PDexSupportingInfoType"
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/PdexMemberAttributionCS,2.2.0,active,,PdexMemberAttributionCS,PDex Provider Access API Attribution Code System,"Code set to identify group resources from a Member Attribution Process that is used by Provider Access API.","ValueSet/PDexMultiMemberMatchResultVS"
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/PdexMultiMemberMatchResultCS,2.2.0,active,,PdexMultiMemberMatchResultCS,PDex Multi-Member Match Result Code System,"Code set to describe the results group from a multi-member Match operation","ValueSet/PDexMultiMemberMatchResultVS"
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/PriorAuthorizationValueCodes,2.2.0,active,,PriorAuthorizationValueCodes,Prior Authorization Values,"Codes used to define Prior Authorization categories","ValueSet/PriorAuthorizationAmounts"
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/ProvenanceAgentRoleType,2.2.0,active,,ProvenanceAgentRoleType,Provenance Roles,"CodeSystem for types of role relating to the creation or communication of referenced resources","ValueSet/ProvenanceAgentType"
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/ProvenancePayerDataSource,2.2.0,active,,ProvenancePayerDataSource,Provenance Payer Data Source Format,"CodeSystem for source formats that identify what non-FHIR source was used to create FHIR record(s)","ValueSet/ProvenancePayerSourceFormat"
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/TrustFrameworkTypeCS,2.2.0,active,,TrustFrameworkTypeCS,Trust FrameworkType Code System,"Trust Framework Type","ValueSet/TrustFrameworkTypeVS"
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/opt-out-reason,2.2.0,active,,OptOutReasonCodeSystem,Opt-Out Reason,"Reasons for opting out of data sharing","ValueSet/opt-out-reason-valueset"
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/opt-out-scope,2.2.0,active,,OptOutScopeCodeSystem,Opt-Out Scope,"The scope of a member's opt-out election","ValueSet/opt-out-scope-valueset"
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/pdex-consent-api-purpose,2.2.0,active,,PDexConsentApiPurposeCS,PDex Consent API Purpose,"Codes identifying which CMS-mandated API a Consent resource applies to. Used as a category discriminator to allow systems to locate and distinguish Consent records for Provider Access, Payer-to-Payer, and Patient Access APIs for a given member.","ValueSet/pdex-consent-api-purpose-vs"
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/treatment-relationship-type,2.2.0,active,,TreatmentRelationshipTypeCodeSystem,Treatment Relationship Type,"Types of treatment relationships between members and providers","ValueSet/treatment-relationship-type-valueset"
http://hl7.org/fhir/us/ndh/CodeSystem/EndpointAccessControlMechanismCS,1.0.0,active,,EndpointAccessControlMechanismCS,Endpoint Access Control Mechanism Code System,"Endpoint Access Control Mechanism","ValueSet/EndpointAccessControlMechanismVS"
http://hl7.org/fhir/us/ndh/CodeSystem/NdhAssociatedServersTypeCS,1.0.0,active,,NdhAssociatedServersTypeCS,NDH Associated Servers Type Code System,"NDH Associated Servers Type","ValueSet/NdhAssociatedServersTypeVS"
http://hl7.org/fhir/us/ndh/CodeSystem/NdhEndpointConnectionTypeCS,1.0.0,active,,NdhEndpointConnectionTypeCS,Endpoint Connection Types (additional) Code System,"Extension codes for http://terminology.hl7.org/CodeSystem/endpoint-connection-type","ValueSet/EndpointConnectionTypeVS"
http://hl7.org/fhir/us/ndh/CodeSystem/NdhFhirEndpointUseCaseCS,1.0.0,active,,NdhFhirEndpointUseCaseCS,NDH FHIR Endpoint Use Case Code System,"NDH FHIR Endpoint Use Case","ValueSet/NdhFhirEndpointUseCaseVS"
http://hl7.org/fhir/us/ndh/CodeSystem/NdhSecureExchangeArtifactsCS,1.0.0,active,,NdhSecureExchangeArtifactsCS,NDH Secure Exchange Artifacts Code System,"NDH Secure Exchange Artifacts","ValueSet/NdhSecureExchangeArtifactsVS"
http://hl7.org/fhir/us/ndh/CodeSystem/NdhTrustProfileCS,1.0.0,active,,NdhTrustProfileCS,NDH Trust Profile Code System,"Trust Profile","ValueSet/TrustProfileVS"
http://hl7.org/fhir/us/ndh/CodeSystem/NdhVerificationStatusCS,1.0.0,active,,NdhVerificationStatusCS,NDH Resource Instance Verification Status Code System,"NDH Resource Instance Verification Status","ValueSet/NdhVerificationStatusVS"
http://loinc.org,3.1.0,active,"2.16.840.1.113883.6.1",LOINC,Logical Observation Identifiers, Names and Codes (LOINC),"LOINC provides a set of universal names and ID codes for identifying laboratory and clinical test results.1,2 LOINC facilitates the exchange and pooling of results, such as blood hemoglobin, serum potassium, or vital signs, for clinical care, outcomes management, and research. LOINC's universal identifiers (names and codes) can be used in the context of order and observation exchanges between information systems that use syntax standards such as HL73, CEN TC251, ISO TC215, ASTM4, and DICOM. Specifically, the identifier can be used as the coded value for an observation in any other standard that uses the observation/observation value paradigm, whether messages, documents, application programming interface (API), etc. For example, LOINC codes are used widely in the OBX segment Observation Identifier field (OBX-3) of an ORU HL7 (HL7 version 2.x or ASTM 1238-9410) message that may be sent between a Clinical Laboratory Information Management Systems (LIMS) and Electronic Health Record Systems (EHR).5, 6 In this way, LOINC codes provide universal identifiers that allow the exchange of clinical data between heterogeneous computing environments.","ValueSet/consent-content-code,ValueSet/consent-category"
http://snomed.info/sct,null,active,"2.16.840.1.113883.6.96",SNOMED_CT,SNOMED CT (all versions),"SNOMED CT is the most comprehensive and precise clinical health terminology product in the world, owned and distributed around the world by The International Health Terminology Standards Development Organisation (IHTSDO).","ValueSet/device-kind,ValueSet/route-codes,ValueSet/additional-instruction-codes,ValueSet/administration-method-codes,ValueSet/approach-site-codes,ValueSet/medication-as-needed-reason"
http://terminology.hl7.org/CodeSystem/FDI-surface,1.0.0,draft,"2.16.840.1.113883.4.642.1.1154",SurfaceCodes,Surface Codes,"This value set includes a smattering of FDI tooth surface codes.","ValueSet/surface"
http://terminology.hl7.org/CodeSystem/adjudication,1.0.1,active,"2.16.840.1.113883.4.642.1.1171",AdjudicationValueCodes,Adjudication Value Codes,"This value set includes a smattering of Adjudication Value codes which includes codes to indicate the amounts eligible under the plan, the amount of benefit, copays etc.","ValueSet/PDexAdjudication"
http://terminology.hl7.org/CodeSystem/adjudication-reason,1.0.1,active,"2.16.840.1.113883.4.642.1.1172",AdjudicationReasonCodes,Adjudication Reason Codes,"This value set includes smattering of Adjudication Reason codes.","ValueSet/adjudication-reason"
http://terminology.hl7.org/CodeSystem/benefit-network,2.0.0,active,"2.16.840.1.113883.4.642.1.1177",NetworkTypeCodes,Network Type Codes,"This code system represents the contractual relationship between a provider and payer for administrative purposes for a specific patient, service, or product.","ValueSet/benefit-network"
http://terminology.hl7.org/CodeSystem/benefit-term,1.0.1,active,"2.16.840.1.113883.4.642.1.1179",BenefitTermCodes,Benefit Term Codes,"This value set includes a smattering of Benefit Term codes.","ValueSet/benefit-term"
http://terminology.hl7.org/CodeSystem/benefit-type,1.0.1,active,"2.16.840.1.113883.4.642.1.1176",BenefitTypeCodes,Benefit Type Codes,"This value set includes a smattering of Benefit type codes.","ValueSet/benefit-type"
http://terminology.hl7.org/CodeSystem/benefit-unit,1.0.1,active,"2.16.840.1.113883.4.642.1.1178",UnitTypeCodes,Unit Type Codes,"This value set includes a smattering of Unit type codes.","ValueSet/benefit-unit"
http://terminology.hl7.org/CodeSystem/claim-exception,1.0.1,active,"2.16.840.1.113883.4.642.1.1162",ExceptionCodes,Exception Codes,"This value set includes sample Exception codes.","ValueSet/claim-exception"
http://terminology.hl7.org/CodeSystem/claim-type,1.0.1,active,"2.16.840.1.113883.4.642.1.1156",ClaimTypeCodes,Claim Type Codes,"This value set includes Claim Type codes.","ValueSet/claim-type"
http://terminology.hl7.org/CodeSystem/claimcareteamrole,1.0.1,active,"2.16.840.1.113883.4.642.1.1165",ClaimCareTeamRoleCodes,Claim Care Team Role Codes,"Claim roles of the care team members providing products and services.","ValueSet/claim-careteamrole"
http://terminology.hl7.org/CodeSystem/claiminformationcategory,1.0.1,active,"2.16.840.1.113883.4.642.1.1163",ClaimInformationCategoryCodes,Claim Information Category Codes,"This value set includes sample Information Category codes.","ValueSet/claim-informationcategory"
http://terminology.hl7.org/CodeSystem/common-tags,1.0.1,active,"2.16.840.1.113883.4.642.1.1067",CommonTags,Common Tags,"Common Tag Codes defined by FHIR project","ValueSet/common-tags"
http://terminology.hl7.org/CodeSystem/consentaction,1.0.1,active,"2.16.840.1.113883.4.642.1.1227",ConsentActionCodes,Consent Action Codes,"This value set includes sample Consent Action codes.","ValueSet/consent-action"
http://terminology.hl7.org/CodeSystem/consentcategorycodes,1.0.1,active,"2.16.840.1.113883.4.642.1.1226",ConsentCategoryCodes,Consent Category Codes,"This value set includes sample Consent Directive Type codes, including several consent directive related LOINC codes; HL7 VALUE SET: ActConsentType(2.16.840.1.113883.1.11.19897); examples of US realm consent directive legal descriptions and references to online and/or downloadable forms such as the SSA-827 Authorization to Disclose Information to the Social Security Administration; and other anticipated consent directives related to participation in a clinical trial, medical procedures, reproductive procedures; health care directive (Living Will); advance directive, do not resuscitate (DNR); Physician Orders for Life-Sustaining Treatment (POLST)","ValueSet/consent-category"
http://terminology.hl7.org/CodeSystem/consentpolicycodes,3.0.1,active,"2.16.840.1.113883.4.642.1.1229",ConsentPolicyRuleCodes,Consent PolicyRule Codes,"This value set includes sample Regulatory consent policy types from the US and other regions.","ValueSet/consent-policy"
http://terminology.hl7.org/CodeSystem/consentscope,2.0.1,active,"2.16.840.1.113883.4.642.1.1228",ConsentScopeCodes,Consent Scope Codes,"This value set includes the four Consent scope codes.","ValueSet/consent-scope"
http://terminology.hl7.org/CodeSystem/contactentity-type,2.0.0,active,"2.16.840.1.113883.4.642.1.1129",ContactEntityType,Contact entity type,"This example value set defines a set of codes that can be used to indicate the purpose for which you would contact a contact party.","ValueSet/contactentity-type"
http://terminology.hl7.org/CodeSystem/contractsignertypecodes,1.0.1,active,"2.16.840.1.113883.4.642.1.1201",ContractSignerTypeCodes,Contract Signer Type Codes,"This value set includes sample Contract Signer Type codes.","ValueSet/security-role-type"
http://terminology.hl7.org/CodeSystem/data-absent-reason,1.0.0,active,"2.16.840.1.113883.4.642.4.1048",DataAbsentReason,DataAbsentReason,"Used to specify why the normally expected content of the data element is missing.","ValueSet/PDexPAInstitutionalProcedureCodesVS,ValueSet/PDexPAInstitutionalProcedureCodes,ValueSet/EndpointPayloadTypeVS"
http://terminology.hl7.org/CodeSystem/device-status-reason,2.0.0,active,"2.16.840.1.113883.4.642.1.1082",FHIRDeviceStatusReason,FHIRDeviceStatusReason,"The availability status reason of the device.","ValueSet/device-status-reason"
http://terminology.hl7.org/CodeSystem/dose-rate-type,2.0.0,active,"2.16.840.1.113883.4.642.1.1069",DoseAndRateType,DoseAndRateType,"The kind of dose or rate specified.","ValueSet/dose-rate-type"
http://terminology.hl7.org/CodeSystem/endpoint-connection-type,2.1.1,active,"2.16.840.1.113883.4.642.1.1140",EndpointConnectionType,Endpoint Connection Type,"This is an example value set defined by the FHIR project, that could be used to represent possible connection type profile values.","ValueSet/EndpointConnectionTypeVS"
http://terminology.hl7.org/CodeSystem/ex-USCLS,1.0.0,draft,"2.16.840.1.113883.4.642.1.1153",USCLSCodes,USCLS Codes,"This value set includes a smattering of USCLS codes.","ValueSet/service-uscls"
http://terminology.hl7.org/CodeSystem/ex-benefitcategory,1.0.1,active,"2.16.840.1.113883.4.642.1.1175",BenefitCategoryCodes,Benefit Category Codes,"This value set includes examples of Benefit Category codes.","ValueSet/ex-benefitcategory"
http://terminology.hl7.org/CodeSystem/ex-claimsubtype,1.0.1,active,"2.16.840.1.113883.4.642.1.1158",ExampleClaimSubTypeCodes,Example Claim SubType Codes,"This value set includes sample Claim SubType codes which are used to distinguish the claim types for example within type institutional there may be subtypes for emergency services, bed stay and transportation.","ValueSet/claim-subtype"
http://terminology.hl7.org/CodeSystem/ex-diagnosis-on-admission,1.0.1,active,"2.16.840.1.113883.4.642.1.1170",ExampleDiagnosisOnAdmissionCodes,Example Diagnosis on Admission Codes,"This value set includes example Diagnosis on Admission codes.","ValueSet/ex-diagnosis-on-admission"
http://terminology.hl7.org/CodeSystem/ex-diagnosisrelatedgroup,1.0.1,active,"2.16.840.1.113883.4.642.1.1166",ExampleDiagnosisRelatedGroupCodes,Example Diagnosis Related Group Codes,"This value set includes example Diagnosis Related Group codes.","ValueSet/ex-diagnosisrelatedgroup"
http://terminology.hl7.org/CodeSystem/ex-diagnosistype,1.0.1,active,"2.16.840.1.113883.4.642.1.1167",ExampleDiagnosisTypeCodes,Example Diagnosis Type Codes,"This value set includes example Diagnosis Type codes.","ValueSet/ex-diagnosistype"
http://terminology.hl7.org/CodeSystem/ex-paymenttype,1.0.1,active,"2.16.840.1.113883.4.642.1.1181",ExamplePaymentTypeCodes,Example Payment Type Codes,"This value set includes example Payment Type codes.","ValueSet/ex-paymenttype"
http://terminology.hl7.org/CodeSystem/ex-procedure-type,1.0.1,active,"2.16.840.1.113883.4.642.1.1388",ExampleProcedureTypeCodes,Example Procedure Type Codes,"This value set includes example Procedure Type codes.","ValueSet/ex-procedure-type"
http://terminology.hl7.org/CodeSystem/ex-programcode,1.0.1,active,"2.16.840.1.113883.4.642.1.1161",ExampleProgramReasonCodes,Example Program Reason Codes,"This value set includes sample Program Reason Span codes.","ValueSet/ex-program-code"
http://terminology.hl7.org/CodeSystem/ex-providerqualification,1.0.1,active,"2.16.840.1.113883.4.642.1.1160",ExampleProviderQualificationCodes,Example Provider Qualification Codes,"This value set includes sample Provider Qualification codes.","ValueSet/provider-qualification"
http://terminology.hl7.org/CodeSystem/ex-relatedclaimrelationship,1.0.1,active,"2.16.840.1.113883.4.642.1.1159",ExampleRelatedClaimRelationshipCodes,Example Related Claim Relationship Codes,"This value set includes sample Related Claim Relationship codes.","ValueSet/related-claim-relationship"
http://terminology.hl7.org/CodeSystem/ex-revenue-center,1.0.1,active,"2.16.840.1.113883.4.642.1.1168",ExampleRevenueCenterCodes,Example Revenue Center Codes,"This value set includes sample Revenue Center codes.","ValueSet/ex-revenue-center"
http://terminology.hl7.org/CodeSystem/ex-serviceplace,1.0.1,active,"2.16.840.1.113883.4.642.1.1157",ExampleServicePlaceCodes,Example Service Place Codes,"This value set includes a smattering of Service Place codes.","ValueSet/service-place"
http://terminology.hl7.org/CodeSystem/ex-tooth,1.0.0,draft,"2.16.840.1.113883.4.642.1.1152",OralSiteCodes,Oral Site Codes,"This value set includes a smattering of FDI oral site codes.","ValueSet/tooth"
http://terminology.hl7.org/CodeSystem/extra-security-role-type,1.0.1,active,,SecurityRoleType,Security Role Type,"This CodeSystem contains Additional FHIR-defined Security Role types not defined elsewhere","ValueSet/security-role-type"
http://terminology.hl7.org/CodeSystem/forms-codes,1.0.1,active,"2.16.840.1.113883.4.642.1.1052",FormCodes,Form Codes,"This value set includes a sample set of Forms codes.","ValueSet/forms"
http://terminology.hl7.org/CodeSystem/fundsreserve,1.0.1,active,"2.16.840.1.113883.4.642.1.1051",FundsReservationCodes,Funds Reservation Codes,"This value set includes sample funds reservation type codes.","ValueSet/fundsreserve"
http://terminology.hl7.org/CodeSystem/medicationdispense-performer-function,1.0.1,active,"2.16.840.1.113883.4.642.1.1319",MedicationDispensePerformerFunctionCodes,MedicationDispense Performer Function Codes,"MedicationDispense Performer Function Codes","ValueSet/medicationdispense-performer-function"
http://terminology.hl7.org/CodeSystem/medicationdispense-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.1313",MedicationDispense Status Codes,Medication dispense  status  codes,"MedicationDispense Status Codes","ValueSet/medicationdispense-status"
http://terminology.hl7.org/CodeSystem/missingtoothreason,1.0.1,active,"2.16.840.1.113883.4.642.1.1150",MissingToothReasonCodes,Missing Tooth Reason Codes,"This value set includes sample Missing Tooth Reason codes.","ValueSet/missing-tooth-reason"
http://terminology.hl7.org/CodeSystem/modifiers,1.0.1,active,"2.16.840.1.113883.4.642.1.1151",ModifierTypeCodes,Modifier type Codes,"This value set includes sample Modifier type codes.","ValueSet/claim-modifiers"
http://terminology.hl7.org/CodeSystem/organization-type,2.0.1,active,"2.16.840.1.113883.4.642.1.1128",OrganizationType,Organization type,"This example value set defines a set of codes that can be used to indicate a type of organization.","ValueSet/organization-type"
http://terminology.hl7.org/CodeSystem/payeetype,1.0.1,active,"2.16.840.1.113883.4.642.1.1050",ClaimPayeeTypeCodes,Payee Type Codes,"Codes indicating the type of party to be reimbursed for cost of products and services.","ValueSet/payeetype"
http://terminology.hl7.org/CodeSystem/payment-adjustment-reason,1.0.1,active,"2.16.840.1.113883.4.642.1.1173",PaymentAdjustmentReasonCodes,Payment Adjustment Reason Codes,"This value set includes smattering of Payment Adjustment Reason codes.","ValueSet/payment-adjustment-reason"
http://terminology.hl7.org/CodeSystem/processpriority,1.0.1,active,"2.16.840.1.113883.4.642.1.1155",ProcessPriorityCodes,Process Priority Codes,"This value set includes the financial processing priority codes.","ValueSet/process-priority"
http://terminology.hl7.org/CodeSystem/professional-credential-status,2.0.0,active,,ProfessionalCredentialStatus,Professional Credential Status,"This code system establishes a series of codes designed to represent the status of professional credentials.","ValueSet/IdentifierStatusVS"
http://terminology.hl7.org/CodeSystem/provenance-participant-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.1131",ProvenanceParticipantType,Provenance participant type,"The type of participation a provenance participant.","ValueSet/provenance-agent-type,ValueSet/ProvenanceAgentType"
http://terminology.hl7.org/CodeSystem/v2-0203,5.0.0,active,"2.16.840.1.113883.18.108",IdentifierType,identifierType,"HL7-defined code system of concepts specifying type of identifier. Used in HL7 Version 2.x messaging data types CX, PLN, PPN, XCN and XON.","ValueSet/identifier-type"
http://terminology.hl7.org/CodeSystem/v3-ActCode,10.0.0,active,"2.16.840.1.113883.5.4",ActCode,ActCode,"A code specifying the particular kind of Act that the Act-instance represents within its class.    *Constraints:* The kind of Act (e.g. physical examination, serum potassium, inpatient encounter, charge financial transaction, etc.) is specified with a code from one of several, typically external, coding systems. The coding system will depend on the class of Act, such as LOINC for observations, etc.    Conceptually, the Act.code must be a specialization of the Act.classCode. This is why the structure of ActClass domain should be reflected in the superstructure of the ActCode domain and then individual codes or externally referenced vocabularies subordinated under these domains that reflect the ActClass structure.    Act.classCode and Act.code are not modifiers of each other but the Act.code concept should really imply the Act.classCode concept. For a negative example, it is not appropriate to use an Act.code ""potassium"" together with and Act.classCode for ""laboratory observation"" to somehow mean ""potassium laboratory observation"" and then use the same Act.code for ""potassium"" together with Act.classCode for ""medication"" to mean ""substitution of potassium"". This mutually modifying use of Act.code and Act.classCode is not permitted.","ValueSet/v3-ActPharmacySupplyType,ValueSet/v3-ActIncidentCode,ValueSet/provenance-activity-type"
http://terminology.hl7.org/CodeSystem/v3-ActReason,4.0.0,active,"2.16.840.1.113883.5.8",ActReason,ActReason,"A set of codes specifying the motivation, cause, or rationale of an Act, when such rationale is not reasonably represented as an ActRelationship of type ""has reason"" linking to another Act.    *Examples:* Example reasons that might qualify for being coded in this field might be: ""routine requirement"", ""infectious disease reporting requirement"", ""on patient request"", ""required by law"".","ValueSet/v3-PurposeOfUse,ValueSet/v3-SubstanceAdminSubstitutionReason"
http://terminology.hl7.org/CodeSystem/v3-DataOperation,6.0.0,active,"2.16.840.1.113883.5.1123",DataOperation,DataOperation,"**** MISSING DESCRIPTION ****","ValueSet/provenance-activity-type"
http://terminology.hl7.org/CodeSystem/v3-DocumentCompletion,4.0.0,active,"2.16.840.1.113883.5.33",DocumentCompletion,DocumentCompletion,"Identifies the current completion state of a clinical document.","ValueSet/provenance-activity-type"
http://terminology.hl7.org/CodeSystem/v3-ParticipationFunction,4.0.0,active,"2.16.840.1.113883.5.88",ParticipationFunction,ParticipationFunction,"This code is used to specify the exact function an actor had in a service in all necessary detail. This domain may include local extensions (CWE).","ValueSet/security-role-type"
